Mcule ID,SMILES,Similarity to hit - Tanimoto coefficient
MCULE-7398687981-0,N1C(=CSC=1NC1=CC=C(C=N1)F)C1=CC(C)=CC=C1C,0.704
MCULE-1314544367-0,Cl.N(C1=NC=CC=C1)C1SC=C(C2C3=C(C=CC=C3)NC=2)N=1,0.703
MCULE-2962264569-0,CC1=CC(C2N=C(NCC(F)F)SC=2)=NC=C1,0.703
MCULE-8615988139-0,C1(SC=C(C2=CC=C(C(C)=C2)C)N=1)NC1=CC=C(C=N1)Br,0.702
MCULE-3026054225-0,C1(NC2C=C(C=CN=2)C)SC(=C(C2=CC=C(F)C(C)=C2)N=1)C,0.702
MCULE-9202516600-0,C1(SC=C(C2C=CC(=C(C)C=2)F)N=1)NC1=CC=C(C=N1)C,0.701
MCULE-3831574309-0,C1(SC=C(C2C=CC(=C(O)C=2)O)N=1)NC1=C(C=CC=N1)C,0.701
MCULE-6352762166-0,C1(SC(=C(C2C=CC(=CC=2)C)N=1)C)NC1C(=CC=CN=1)C,0.701
MCULE-3634148915-0,C1(NC2C=CC=CN=2)SC(=C(C2C=CC(=CC=2)Cl)N=1)C,0.701
MCULE-5757572177-0,C1(SC=C(C2C=CC(=CC=2)OCC)N=1)NC1=CC=C(C=N1)C,0.701
MCULE-4145418667-0,C1(SC=C(C2=CC=C(C(OC)=C2)OC)N=1)NC1=CC=CC(C)=N1,0.701
MCULE-1329564706-0,C1(=C(C)N=C2C=C(C)C=CN12)C1=CSC(NC2C=C(C)C=CN=2)=N1,0.700
MCULE-4026899253-0,C1(SC=C(C2=CC=CC(Br)=C2)N=1)NC1C=CC(=CN=1)Cl,0.699
MCULE-4257671663-0,C1(SC=C(C2=CC=CC=C2C)N=1)NC1=CC=C(C=N1)Br,0.698
MCULE-9079930417-0,C1(SC=C(C2=CC=C(C=C2)NC(C)=O)N=1)NC1=CC=C(C=N1)Cl,0.697
MCULE-9431454888-0,C1(SC=C(C2C=CC(=C(C)C=2)F)N=1)NC1=C(C=CC=N1)C,0.697
MCULE-6990487358-0,C1(SC=C(C2C=CC=C(OC)C=2)N=1)NC1=CC=C(C=N1)C,0.697
MCULE-8600447954-0,Br.C1(=C(C)N=C2C=C(C)C=CN12)C1=CSC(NC2C=C(C)C=CN=2)=N1,0.696
MCULE-2549794208-0,CC1=C(C2=CC=C(F)C=C2)N=C(NC2=NC=CC=C2)S1,0.695
MCULE-1405593020-0,C1(NC2C=CC=CN=2)SC(=C(C2C=CC(=CC=2)Br)N=1)C,0.695
MCULE-6511150386-0,C1(SC=C(C2C=CC(=CC=2)OC)N=1)NC1=CC=C(C=N1)Cl,0.695
MCULE-1551477421-0,O=C1NC2=C(C=CC(C3N=C(NC4=NC=CC=C4)SC=3)=C2)N1,0.695
MCULE-5512249273-0,C1(SC=C(C2C=CC3=NSN=C3C=2)N=1)NC1=CC=CC=N1,0.695
MCULE-6077185667-0,C1(SC=C(C2=CC=C(C=C2)OC(C)=O)N=1)NC1=CC=CC=N1,0.693
MCULE-2693319227-0,C1(SC=C(C2=CC=C(C=C2C)C)N=1)NC1=CC=C(C=N1)Br,0.693
MCULE-1492272114-0,N1C(=CSC=1NC1=CC=C(C=N1)C)C1=CC=C(C=C1F)F,0.693
MCULE-7299019277-0,C1(NC2C=CC(Cl)=CN=2)SC(=C(C2C=CC(=CC=2)C)N=1)C,0.693
MCULE-5351169540-0,CCOC(C1C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)NC=1C)=O,0.693
MCULE-4747016992-0,C1(=C(C)N=C2N=CC=CN21)C1=CSC(NC2C=C(C)C=CN=2)=N1,0.692
MCULE-3012330654-0,CC1=C(C2=CC=C(F)C=C2)N=C(NC2=NC=CC=C2)S1.Br,0.691
MCULE-4837577354-0,CC1=C(C2=CC=C(Br)C=C2)N=C(NC2=NC=CC=C2)S1.Cl,0.691
MCULE-4524960261-0,N1C(=CSC=1NC1=CC=C(C=N1)C)C1=CC=C(C=C1Cl)Cl,0.690
MCULE-7722311782-0,N1C(C2=CC=CC=N2)=CSC=1NC1=C(OC)C=CC(OC)=C1,0.690
MCULE-5475214403-0,O=C1NC2=C(C=CC(C3N=C(NC4=NC=CC=C4)SC=3)=C2)N1.Cl,0.690
MCULE-5593569780-0,C1(SC=C(C2C=CC3=NSN=C3C=2)N=1)NC1=CC=CC=N1.Cl,0.690
MCULE-1859973396-0,C1(SC=C(C2C=CC(=CC=2)F)N=1)NC1C=CC(=CN=1)I,0.689
MCULE-4149669608-0,C1(SC=C(C2C=CC(=CC=2)F)N=1)NC1=CC=C(C=N1)Br,0.689
MCULE-6209020592-0,C1(=C(C)N=C2C=C(C)C=CN12)C1=CSC(NC2C=CC=CN=2)=N1,0.689
MCULE-9469483918-0,CS(NCCC1=CC=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1)(=O)=O,0.689
MCULE-9181404437-0,O=N(C1=C(Cl)C=CC(C2N=C(NC3=NC=CC=C3)SC=2)=C1)=O,0.689
MCULE-6688741693-0,Br.C1(=C(C)N=C2N=CC=CN21)C1=CSC(NC2C=C(C)C=CN=2)=N1,0.689
MCULE-4677595423-0,CCCCNC1SC=C(C2=NC=CC(C)=C2)N=1,0.688
MCULE-8151312010-0,CC(CCNC1SC=C(C2=NC=CC(C)=C2)N=1)C,0.688
MCULE-7208913184-0,N1C(C2C=CN=CC=2)=CSC=1NC1=CC=CC(C)=C1,0.687
MCULE-2231474681-0,CC1=C(C2=C(C)C=CC(C)=C2)N=C(NC2=NC=CC=C2)S1,0.687
MCULE-5311215243-0,C1(SC=C(C2C=CC(=CC=2)OCC)N=1)NC1=CC=C(C=N1)F,0.687
MCULE-3527853652-0,C1CC2=C(C=CC(C3N=C(NC4=NC=CC=C4)SC=3)=C2)C1,0.687
MCULE-4092333232-0,C1(SC=C(C2=CC=C(C=C2Cl)Cl)N=1)NC1=C(C=CC=N1)C,0.686
MCULE-6638001879-0,C1(NC2C=CC(C)=CN=2)SC(=C(C2C=CC(=CC=2)Cl)N=1)C,0.686
MCULE-6438263282-0,CC1CC(NC2SC=C(C3=NC=CC=C3)N=2)C1,0.686
MCULE-3138300748-0,C1(=CSC(NC2C=CC=CC=2)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.686
MCULE-2513832270-0,C1(SC=C(C2=CC=C(C(OC)=C2)OC)N=1)NC1=CC=CC=N1,0.685
MCULE-5798289780-0,N1C(=CSC=1NC1C=CC=CN=1)C1=CC=CS1,0.685
MCULE-2360823682-0,C1(SC=C(C2=CC=CN=C2)N=1)NC1=CC=C(C=N1)Cl,0.685
MCULE-6988399642-0,C1(SC=C(C2=CC=CC(=C2)NC(C)=O)N=1)NC1=CC=C(C=N1)C,0.685
MCULE-4599416560-0,CC1=C(C2=CC(Cl)=CC=C2)N=C(NC2=NC=CC=C2)S1,0.685
MCULE-5085143727-0,CS(NCCC1=CC=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1)(=O)=O.Cl,0.685
MCULE-8768504766-0,N1C(=CSC=1NC1=CC=C(C=N1)C)C1C=CC(=CC=1O)O,0.685
MCULE-8490554045-0,N1C(C2=CC=CC=N2)=CSC=1NC1C(OC)=CC=C(Cl)C=1,0.684
MCULE-3678101379-0,CS(C1=CC(C2N=C(NC3=NC=CC=C3)SC=2)=CC=C1)(=O)=O,0.683
MCULE-7992486448-0,Cl.C1CC2=C(C=CC(C3N=C(NC4=NC=CC=C4)SC=3)=C2)C1,0.683
MCULE-4573580589-0,N1C(C2C=CC=CN=2)=CSC=1NC1=C(Br)C=C(C=C1Br)OC,0.682
MCULE-1442702473-0,CC1=C(C2=CC=C(NS(C)(=O)=O)C=C2)N=C(NC2=NC=CC=C2)S1,0.682
MCULE-1685694897-0,C1(NC2C=CC=C(C)N=2)SC(=C(C2=CC=C(F)C(C)=C2)N=1)C,0.682
MCULE-1017831943-0,C1(=CSC(N)=N1)C1N=CC=CC=1,0.681
MCULE-3639857585-0,C1(SC=C(C2C=CC(=CC=2)OC)N=1)NC1=CC=C(C=N1)Br,0.681
MCULE-1315706961-0,N1C(=CSC=1NC1=CC=C(C=N1)Br)C1=CC(C)=CC=C1C,0.681
MCULE-1657711736-0,COC1=C(Br)C=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1,0.681
MCULE-4791239621-0,C1(NC2C=CC(Cl)=CN=2)SC(=C(C2C=CC(=CC=2)Cl)N=1)C,0.680
MCULE-5196316669-0,C1(SC=C(C2C=CC(=CC=2O)O)N=1)NC1=C(C=CC=N1)C,0.680
MCULE-1515550107-0,C1(SC=C(C2=CC=CC(=C2)NC(C)=O)N=1)NC1=C(C=CC=N1)C,0.680
MCULE-5127396782-0,C1(SC=C(C2C=CC(=C(C)C=2)OC)N=1)NC1=CC=C(C=N1)C,0.680
MCULE-3791158481-0,CC1=C(C2=CC(Cl)=CC=C2)N=C(NC2=NC=CC=C2)S1.Br,0.680
MCULE-3613404882-0,C1(NC2C=CC(C)=CN=2)SC(=C(C2C=CC(=CC=2)Br)N=1)C,0.680
MCULE-2838897501-0,CC1=C(C2=CC=C(NS(C)(=O)=O)C=C2)N=C(NC2=NC=CC=C2)S1.Cl,0.678
MCULE-1352886988-0,C1(SC=C(C2C=CC3=NSN=C3C=2)N=1)NC1=C(C=CC=N1)C,0.678
MCULE-2099734187-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=C(C)C=1)C,0.678
MCULE-7007272263-0,CNC1SC=C(C2=NC=C(Br)C=C2)N=1,0.677
MCULE-8281495990-0,COC1=C(Br)C=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1.Cl,0.677
MCULE-1699686726-0,C1(SC=C(C2C=CC(=C(C)C=2)OC)N=1)NC1=C(C=CC=N1)C,0.676
MCULE-2781455578-0,N1=C(N)SC=C1C1=CC=CC=N1.Br,0.676
MCULE-4128703131-0,C1(=CSC(NC2C=CC=C(C=2)C(F)(F)F)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.676
MCULE-5829027523-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=C(C)C=CC=1C,0.675
MCULE-3190661502-0,Cl.COC1=C(Cl)C=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1,0.675
MCULE-7794211239-0,C1(NC2=CC=CC=N2)SC(=C(C2=CC=C(C=C2)OC)N=1)C,0.675
MCULE-3440482401-0,COC1=C(Cl)C=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1,0.675
MCULE-8356719096-0,C1(SC(=C(C2C=CC(=CC=2)Cl)N=1)C)NC1C(=CC=CN=1)C,0.674
MCULE-8139436209-0,Cl.C1(SC=C(C2C=CC3=NSN=C3C=2)N=1)NC1=C(C=CC=N1)C,0.674
MCULE-6621550253-0,C1(=C(C)N=C2C=CC=CN12)C1=CSC(NC2C=CC=CN=2)=N1,0.674
MCULE-5969378487-0,C1(SC2=C(C(=CC=C2)F)N=1)NC1SC=C(C2=CC=CC=N2)N=1,0.674
MCULE-8965534200-0,C1(SC=C(C2=CC=CC(=C2)NC(C)=O)N=1)NC1=CC=C(C=N1)Cl,0.673
MCULE-4813994004-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC=C(C)C=1,0.671
MCULE-7107300265-0,CC1=CC(C2N=C(NC3=CN(C)N=C3)SC=2)=NC=C1,0.671
MCULE-5271582958-0,CC1=C(C2=CC=C(NC(C(C)(C)C)=O)C=C2)N=C(NC2=NC=CC=C2)S1,0.671
MCULE-9548660884-0,C1(=CSC(NC2C=CC(=CC=2)Cl)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.670
MCULE-1540276150-0,C1(=C(C)N=C2C=CC=CN12)C1=CSC(NC2=CC=CC=N2)=N1.Br.Br,0.670
MCULE-1276510116-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC(=C(C)C=1)C,0.669
MCULE-7949672999-0,C1(SC(=C(C2C=CC(=CC=2)Br)N=1)C)NC1C(=CC=CN=1)C,0.669
MCULE-8847063110-0,NC(C1=C(O)C=CC(C2N=C(NC3=NC=CC=C3)SC=2)=C1)=O,0.669
MCULE-5045129152-0,C1(SC=C(C2=CC=C(C(OC)=C2)OC)N=1)NC1=CC=C(C=N1)C,0.669
MCULE-4092187095-0,O=C1N(C2=CC(C3N=C(NC4=NC=CC=C4)SC=3)=CC=C2)CCC1,0.669
MCULE-6061814546-0,C1(SC2=C(C=C(C=C2)OC)N=1)NC1SC=C(C2=CC=CC=N2)N=1,0.669
MCULE-8837783140-0,C1(=CSC(NC2C=CC=CC=2Cl)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.669
MCULE-3504308021-0,C1(NC2C=CC=CN=2)SC(=C(C2=CC=C(F)C(C)=C2)N=1)C,0.667
MCULE-7655666544-0,CC1=CC(NC2SC=C(C3=CC=CC=C3)N=2)=CC=C1.Br,0.667
MCULE-2918931430-0,CC1=CC=C(C2N=C(NC3=CC(C)=CC=C3)SC=2)C=C1,0.667
MCULE-5301983777-0,N(C1=NC=CC=C1)C1SC(C2=CC=CC=C2)=C(C2=CC=CC=C2)N=1,0.667
MCULE-8342897046-0,CC(NC(C)=O)CCC1=CC=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1,0.667
MCULE-1293164277-0,C1(SC=C(C2=CC=C(C(OC)=C2)OC)N=1)NC1=C(C=CC=N1)C,0.665
MCULE-4179378193-0,N1C(=CSC=1NC1=CC=C(C=N1)C)C1=CC=CS1,0.665
MCULE-9702779038-0,COC1=CC(OC)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1,0.665
MCULE-4410706920-0,N1C(C2C=CC3=C(C=CC=C3)C=2)=CSC=1NC1=CC=C(C(C)=C1)C,0.664
MCULE-1605631044-0,Br.N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=C(C)C=1)C,0.664
MCULE-9969611573-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1C=CC(=C(C)C=1)C,0.664
MCULE-4243948037-0,CCCC(NC1=CC=C(C2=C(C)SC(NC3=NC=CC=C3)=N2)C=C1)=O,0.663
MCULE-3810510785-0,C1(SC=C(C2=CC=C(C=C2)OC(C)=O)N=1)NC1=CC=C(C=N1)Cl,0.663
MCULE-7773801979-0,[Cl-].C1(SC(=C(C2C=CC=CC=2)N=1)C1C=CC=CC=1)[NH2+]C1=CC=CC=N1,0.663
MCULE-8737683849-0,CC(NC(C)=O)CCC1=CC=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1.Cl,0.663
MCULE-7476918547-0,Br.CC1=CC=C(C2N=C(NC3=CC(C)=CC=C3)SC=2)C=C1,0.662
MCULE-2216751225-0,COC(C1C(C)=C(C2=C(C)SC(NC3=NC=CC=C3)=N2)NC=1C)=O,0.662
MCULE-5938057859-0,C1(NC2C=CC(Cl)=CN=2)SC(=C(C2C=CC(=CC=2)Br)N=1)C,0.661
MCULE-7701969054-0,C1(SC=C(C2=CC=CS2)N=1)NC1C(=CC=CN=1)C,0.661
MCULE-7720074373-0,CC1NC(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.661
MCULE-5321716305-0,CC1SC(C2N=C(NC3=NC=CC=C3)SC=2)=CC=1,0.661
MCULE-4778388347-0,C1(SC=C(C2C=CC=C(OC)C=2)N=1)NC1=CC=C(C=N1)Br,0.661
MCULE-4769056758-0,COC1=CC(OC)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1.Cl,0.661
MCULE-1900975898-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1C=CC(=C(C)C=1)C.Br,0.660
MCULE-5339157027-0,N1C(C2=CC=CC=C2)=CSC=1NC1=CC(C)=CC=C1C,0.660
MCULE-5849791484-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=CC=1)C,0.660
MCULE-5978486347-0,C1(=C(C)N=C2N=CC=CN21)C1=CSC(NC2C=CC=CN=2)=N1,0.659
MCULE-7438404474-0,CCCC(NC1=CC=C(C2=C(C)SC(NC3=NC=CC=C3)=N2)C=C1)=O.Cl,0.659
MCULE-5206310945-0,CC1=C(C2=C(F)C=C(F)C=C2)N=C(NC2=NC=CC=C2)S1,0.659
MCULE-2332640976-0,COC(C1C(C)=C(C2=C(C)SC(NC3=NC=CC=C3)=N2)NC=1C)=O.Cl,0.658
MCULE-2338595213-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=C(C=1)C(F)(F)F,0.658
MCULE-5682598027-0,CC1SC(C2N=C(NC3=NC=CC=C3)SC=2)=CC=1.Cl,0.657
MCULE-9734095681-0,CC1NC(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1.Cl,0.657
MCULE-8528199413-0,N1C(C2=CC=C(C=C2)C2C=CC=CC=2)=CSC=1NC1=CC=C(C(C)=C1)C,0.655
MCULE-3856100019-1,CC1=C(C)C(NC2SC=C(C3=CC=CC=C3)N=2)=CC=C1,0.655
MCULE-4278229380-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1=CC(C)=CC=C1C,0.655
MCULE-1346522311-0,N1=C(N)SC=C1C1=CC=CC(=N1)C1=CSC(N)=N1,0.655
MCULE-7962925770-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC=CC=1,0.655
MCULE-8942755581-0,C1(SC=C(C2=CC=C(C(OC)=C2)OC)N=1)NC1=CC=C(C=N1)F,0.655
MCULE-6214988127-0,CC1=C(C2=C(F)C=C(F)C=C2)N=C(NC2=NC=CC=C2)S1.Cl,0.655
MCULE-6058301821-0,N1C(C2C=CC=CN=2)=CSC=1NC(NCC)=O,0.655
MCULE-7676719176-0,N1C(=CSC=1NC1=CC=CC(C)=N1)C1=CC=C(C)O1,0.654
MCULE-7123456700-0,C1(NC2C=CC(C)=CN=2)SC(=C(C2=CC=C(F)C(C)=C2)N=1)C,0.653
MCULE-6672965973-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=CC=1C,0.653
MCULE-9483259231-0,N1C(=CSC=1NC1=CC=C(Cl)C=N1)C1=CC=CS1,0.651
MCULE-3294114109-0,CC1SC(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.651
MCULE-2006452618-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1C=CC=C(C)C=1C,0.651
MCULE-2474000647-0,N1C(C2=CC=C(C=C2)C2C=CC=CC=2)=CSC=1NC1=CC=C(C(C)=C1)C.Br,0.651
MCULE-4368163276-0,CC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.651
MCULE-5782033271-0,C1(SC=C(C2C=CC=CN=2)N=1)NC(=O)NC(C)C,0.651
MCULE-4684376672-0,C1(SC=C(C2C=CC=CN=2)N=1)NC(=O)NC(C)(C)C,0.651
MCULE-9253617134-0,N1C(C2C=CC=CC=2)=CSC=1NC1=CC=C(C=C1)C,0.650
MCULE-9171411437-0,C1(C(O)=O)SC(=NC=1C1C=CC=CC=1)NC1C=CC=CN=1,0.650
MCULE-6882051843-0,N1C(C2C=CN=CC=2)=CSC=1NC1=CC=CC(=C1)C(O)=O,0.650
MCULE-1867547053-0,N1=C(SC=C1C1=CC(C)=CS1)NC1=CC=CC=N1,0.649
MCULE-2638808492-0,C1(SC=C(C2C=CC=CN=2)N=1)NC(C1=CC=CC=C1)=O,0.649
MCULE-4505761362-0,N1C(C2=CC=CC=N2)=CSC=1NC1=CC=CC(=C1)OC(=O)C1CC1,0.648
MCULE-4228730767-0,C1(SC=C(C2=CC=C(C=C2)Cl)N=1)NC1=C(Cl)C=C(C=N1)C(F)(F)F,0.648
MCULE-4785672529-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC=CC=1,0.648
MCULE-5983844438-0,CC1SC(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1.Cl,0.647
MCULE-8675848632-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC=NC=1,0.647
MCULE-9841273836-0,C1(SC=C(C2C=COC=2)N=1)NC1=CC=CC=N1,0.647
MCULE-6808513251-0,ClC1=CN=C(C2N=C(NCC3=CC=CC=C3)SC=2)C=C1,0.647
MCULE-8015093300-0,N1C(C2=CC=CC=N2)=CSC=1NC(CCCC)=O,0.647
MCULE-2007083452-0,N1C(C2=CC=C(C=C2)C2C=CC=CC=2)=CSC=1NC1=CC(C)=CC=C1C,0.647
MCULE-5410711768-0,N1C(C2=CC=NC=C2)=CSC=1NC1=CC=C(C=C1)N(C)C,0.646
MCULE-6270388342-0,N1C(C2C=CN=CC=2)=CSC=1NC1=CC=C(C=C1)N,0.646
MCULE-1621768035-0,CC1=CC=C(NC2SC=C(C3=CC=CC=C3)N=2)C=C1.Br,0.646
MCULE-8690388772-0,N1C(C2C=CC3C(=CC=CC=3)C=2)=CSC=1NC1C=CC(=CC=1)C,0.646
MCULE-6784166991-0,N1=C(SC=C1C1=CC(C)=CS1)NC1=CC=CC=N1.Cl,0.646
MCULE-4890343978-0,O=C(C1=CC2=C(C=CC=C2)C=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.645
MCULE-2996700207-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1CC1,0.645
MCULE-7873434866-0,C1OCCN(C2SC=C(C3=NC=CC=C3)N=2)C1,0.644
MCULE-9400929947-0,N1C(C2C=CC=CN=2)=CSC=1NC(CC)=O,0.644
MCULE-2388759224-0,C1(=C(C)N=C2SC=CN21)C1=CSC(NC2=CC(C)=CC=N2)=N1,0.644
MCULE-3352069093-0,C1(=CSC(N)=N1)C1N=CC=C2C=CC=CC=12,0.644
MCULE-4360170565-0,NC1SC=C(C2=NC3=C(C=CC=C3)C=C2)N=1,0.644
MCULE-8068724312-0,N1C(C2C=CC3=C(C=CC=C3)C=2)=CSC=1NC1=CC=CC2C=CC=CC1=2,0.643
MCULE-8049532259-0,N1=C(NC2C=CC=CC=2)SC=C1C1C=CC=C2C=CC=CC=12,0.643
MCULE-9525058127-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC=CC=1,0.643
MCULE-4939076137-0,O=C(C1=CC=C(C2=CC=CC=C2)C=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.643
MCULE-3040124575-0,C1(SC=C(C2C=COC=2)N=1)NC1=CC=CC=N1.Cl,0.643
MCULE-3901636378-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1)C(F)(F)F,0.643
MCULE-9792175667-0,O=C(C1CCC1)NC1SC=C(C2=NC=CC=C2)N=1,0.643
MCULE-1657737250-0,C1(=CSC(NC2=CN=CC=C2)=N1)C1C=CC(C)=CC=1,0.643
MCULE-9961160488-0,N1C(C2C=CC3C(=CC=CC=3)C=2)=CSC=1NC1C=CC=NC=1,0.643
MCULE-9733975971-0,C1(SC(=C(C2=CC=C(F)C(C)=C2)N=1)C)NC1C(=CC=CN=1)C,0.642
MCULE-6890496201-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC(=C(C)C=1)C,0.642
MCULE-8563229285-0,N1C(C2=CC=CC=C2)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.642
MCULE-1802876093-0,C1(SC=C(C2=CC=C(C(OC)=C2)OC)N=1)NC1=CC=C(C=N1)Br,0.642
MCULE-6555785142-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1)N(C)C.Br,0.642
MCULE-2242479899-0,N1C(C2=CC=C(C=C2)N)=CSC=1NC1=CC=CN=C1,0.641
MCULE-5606612529-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1C)C,0.641
MCULE-9290004134-0,CC(NCCC1=C(F)C=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1)=O,0.640
MCULE-7168548586-0,C1OCCN(C2SC=C(C3=NC=CC=C3)N=2)C1.Cl,0.640
MCULE-7371980928-0,N1=C(NCCC2=CC=CC=C2)SC=C1C1=CC=CC=N1,0.640
MCULE-1527287551-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC=C(C)C=1,0.640
MCULE-7756431226-0,NC1SC=C(C2=NC3=C(C=CC=C3)C=C2)N=1.Br,0.639
MCULE-7592150291-0,C1(=NC(=CS1)C)NC1C=CC(=CN=1)F,0.639
MCULE-8517662256-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)N(C)C,0.639
MCULE-2381491142-0,CC1=CC=C(C2N=C(NC3=C4C(C=CC=C4)=CC=C3)SC=2)C=C1,0.639
MCULE-5049449341-0,CSC1=C(NC(C)=O)C=CC(C2N=C(NC3=NC=CC=C3)SC=2)=C1,0.639
MCULE-1105455212-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)N,0.639
MCULE-7899081827-0,C1(SC=C(C2=CC=C(C)S2)N=1)NC1=C(C=CC=N1)C,0.639
MCULE-7122283836-0,N1C(C2C=CN=CC=2)=CSC=1NC1=CC=C(C=C1)C(O)=O,0.639
MCULE-6427361373-0,C1(SC=C(C2C=CC3=C(OCO3)C=2)N=1)NC1=CC=CC=N1,0.638
MCULE-6188540304-0,N1C(C2=CC=CC=C2)=CSC=1NC1=CC=CC(=C1)C(F)(F)F.Br,0.638
MCULE-6334742598-0,N1C(C2C=CC3=C(C=CC=C3)C=2)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.638
MCULE-1979217071-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.638
MCULE-7209939192-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC(=C(C)C=1)C.Br,0.638
MCULE-6482720879-0,CCC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.638
MCULE-9611035041-0,FC(C1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1)(F)F,0.638
MCULE-7056027592-0,N1C(C2C=CC=CC=2)=CSC=1NC1=CC=CC=C1C,0.637
MCULE-4536282363-0,N1C(C2C=CC(=CC=2)C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)C,0.637
MCULE-1034942510-0,CC(NCCC1=C(F)C=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1)=O.Cl,0.637
MCULE-7780248951-0,N1=C(NCCC2=CC=CC=C2)SC=C1C1=CC=CC=N1.Cl,0.636
MCULE-9635751416-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.636
MCULE-6949034250-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC=C(C)C=1.Cl[H],0.636
MCULE-2217499589-0,C1(NC2C=CC(Cl)=CN=2)SC(=C(C2=CC=C(F)C(C)=C2)N=1)C,0.635
MCULE-2742695155-0,CC(NC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC=C1)=O,0.635
MCULE-5142600109-0,Cl.C1(SC=C(C2=CC=C(C)S2)N=1)NC1=C(C=CC=N1)C,0.635
MCULE-3120264704-0,C1(SC=C(C2C=CC=C(C=2)N2C=NN=N2)N=1)NC1=CC=CC=N1,0.635
MCULE-3136205484-0,N1C(C2C=CC=CN=2)=CSC=1NC(NCCC)=O,0.635
MCULE-1579198934-0,O=C(C1CCCC1)NC1SC=C(C2=NC=CC=C2)N=1,0.635
MCULE-5396801295-0,N1C(C2=CC=CN=C2)=CSC=1NC1=CC=CC(C)=C1,0.635
MCULE-4476780498-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=C(C(C)=O)C=1,0.635
MCULE-2136628380-0,C1(SC=C(C2=CC=NC=C2)N=1)NC1N=CC=CN=1,0.635
MCULE-1856336756-0,C1(=NC(=CS1)C)NC1C=CC(=CN=1)F.Cl,0.635
MCULE-8394751529-0,N#CC1=CC=C(C2N=C(NC3=CC=CC=C3)SC=2)C=C1,0.635
